Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;
France;Données temps réel;2025-07-12;17:30;42155;42300;42100;68;0;755;39880;2441;10360;3388;-675;935;-14994;14;-4028;164;-2548;-3000;-5341;0;70;0;0;311;444;0;2561;707;120;398;233;304;-6;4;1976;465;
France;Données temps réel;2025-07-12;17:45;42274;42600;42250;68;0;705;40791;2461;9555;3475;-671;931;-15030;14;-4028;144;-2548;-3000;-5360;0;70;0;0;308;397;0;2600;767;108;395;233;304;-11;1;2020;441;
France;Données temps réel;2025-07-12;18:00;42361;42900;42400;68;0;703;41130;2410;8820;3453;-675;933;-14456;14;-4028;1134;-2266;-2212;-6035;0;70;0;0;311;393;0;2598;765;90;395;235;304;-24;0;2002;408;
France;Données temps réel;2025-07-12;18:15;42760;43000;42600;68;0;702;41238;2501;8099;3800;-329;931;-14216;14;-4028;1436;-2336;-2212;-6018;0;70;0;0;310;392;0;2785;914;102;396;231;304;-34;0;2069;433;
France;Données temps réel;2025-07-12;18:30;42873;43100;42800;68;0;701;41340;2408;7248;4299;-328;933;-13763;14;-4028;1158;-2344;-2127;-6087;0;70;0;0;310;391;0;2843;1009;447;397;232;304;-31;0;1989;419;
France;Données temps réel;2025-07-12;18:45;43024;43550;42950;68;0;701;41649;2515;6386;4958;-165;933;-14001;14;-4028;1378;-2344;-2127;-6122;0;70;0;0;311;391;0;2883;1246;829;396;234;304;-25;6;2060;455;
France;Données temps réel;2025-07-12;19:00;42831;44000;43100;68;0;716;41289;2614;5380;5380;-166;935;-13342;15;-4005;1147;-2344;-2850;-4081;0;70;0;0;325;392;0;2920;1543;916;397;234;304;-41;0;2152;462;
France;Données temps réel;2025-07-12;19:15;42820;43950;42950;68;0;702;41658;2676;4634;5644;-4;933;-13477;14;-4005;1208;-2344;-2850;-4070;0;70;0;0;332;370;0;3019;1397;1228;395;235;304;-13;0;2181;495;
France;Données temps réel;2025-07-12;19:30;43071;43900;42800;68;0;700;41623;2794;3862;5641;-4;933;-12536;15;-4005;1203;-2344;-2850;-4001;0;70;0;0;332;368;0;3011;1352;1279;397;232;304;-9;0;2263;531;
France;Données temps réel;2025-07-12;19:45;42650;43700;42500;68;0;690;41593;2849;3129;5904;-4;933;-12498;15;-4005;898;-2344;-2850;-3909;0;70;0;0;332;359;0;3048;1418;1438;396;233;304;-14;0;2310;539;
France;Données temps réel;2025-07-12;20:00;42375;43500;42200;68;0;692;41586;3236;2379;6316;-4;936;-12820;15;-3994;-1200;-2344;-2227;-3885;0;70;0;0;330;362;0;3124;1447;1746;400;232;304;-14;0;2453;784;
France;Données temps réel;2025-07-12;20:15;41756;43300;41900;68;0;911;41770;3135;1885;6739;-4;931;-13676;16;-3994;-1200;-2344;-2227;-3895;0;70;0;0;331;580;0;3212;1662;1865;395;233;304;-6;4;2413;722;
France;Données temps réel;2025-07-12;20:30;41292;43100;41600;68;0;820;41643;3134;1444;7621;-4;930;-14357;16;-3994;-2200;-2344;-2227;-3817;0;70;0;0;332;488;0;3270;1621;2731;393;233;304;-10;4;2426;707;
France;Données temps réel;2025-07-12;20:45;40917;42800;41200;68;0;907;41874;3226;1039;8013;-4;932;-15140;16;-3994;-2200;-2344;-2227;-3677;0;70;0;0;333;574;0;3367;1759;2887;396;233;304;-2;4;2470;756;
France;Données temps réel;2025-07-12;21:00;40727;42500;40800;68;0;778;41867;3257;633;8074;-4;925;-14867;15;-4028;-2867;-2219;-2227;-3191;0;70;0;0;332;447;0;3365;1789;2921;388;233;304;-8;3;2437;820;
France;Données temps réel;2025-07-12;21:15;41008;42600;40800;68;0;781;42039;3456;503;8061;-4;929;-14827;15;-4028;-2867;-2219;-2227;-3223;0;70;0;0;334;448;0;3313;1825;2923;392;233;304;-2;4;2600;856;
France;Données temps réel;2025-07-12;21:30;40843;42700;40800;68;0;778;42061;3624;403;7976;-18;934;-14982;15;-4028;-2867;-2219;-2227;-3212;0;70;0;0;332;447;0;3236;1795;2946;397;233;304;-4;3;2722;902;
France;Données temps réel;2025-07-12;21:45;40601;42550;40550;68;0;766;41913;3737;318;7788;-41;935;-14873;15;-4028;-2867;-2219;-2227;-3207;0;70;0;0;332;434;0;3243;1638;2907;397;234;304;-13;3;2809;929;
France;Données temps réel;2025-07-12;22:00;40696;42400;40300;67;0;774;41975;3831;242;8199;-52;931;-15265;15;-4028;-2615;-2219;-2227;-2991;0;70;0;0;334;440;0;3293;1927;2980;393;234;304;-9;3;2916;914;
France;Données temps réel;2025-07-12;22:15;41730;44000;41800;68;0;786;42070;3921;233;8672;-52;930;-14895;15;-4028;-2738;-2219;-2227;-2879;0;70;0;0;332;455;0;3349;2089;3234;393;234;304;-5;2;3044;876;
France;Données temps réel;2025-07-12;22:30;42190;45600;43300;68;0;960;42068;3959;233;8594;-54;929;-14557;16;-4028;-2693;-2219;-2227;-2393;0;70;0;0;334;627;0;3337;1994;3262;391;234;304;-9;0;3110;848;
France;Données temps réel;2025-07-12;22:45;43302;45450;43600;69;0;975;42271;4206;0;8802;-56;930;-13879;16;-4028;-2723;-2219;-2227;-2524;0;70;0;0;331;645;0;3360;2029;3412;392;234;304;-16;0;3379;827;
France;Données temps réel;2025-07-12;23:00;42501;45300;43900;69;0;978;42409;4204;0;8653;-56;928;-14688;16;-4011;-2822;-1994;-2227;-3152;0;70;0;0;333;646;0;3394;1965;3295;390;234;304;-7;11;3435;769;
France;Données temps réel;2025-07-12;23:15;41988;44950;43550;69;0;951;42428;4230;0;8663;-56;929;-15214;16;-4011;-2867;-1994;-2227;-3168;0;70;0;0;334;618;0;3322;2118;3223;392;234;304;-14;1;3510;720;
France;Données temps réel;2025-07-12;23:30;41655;44600;43200;69;0;819;42439;4269;0;8039;-4;934;-14893;15;-4011;-2867;-1994;-2227;-3106;0;70;0;0;330;489;0;3295;1869;2874;396;234;304;-17;1;3605;663;
France;Données temps réel;2025-07-12;23:45;41666;43050;42050;69;0;833;42500;4488;0;8118;-4;937;-15263;15;-4011;-2867;-1994;-2227;-3369;0;70;0;0;333;500;0;3273;1974;2871;399;234;304;-12;1;3871;617;
France;Données temps réel;2025-07-13;00:00;40767;41500;40900;69;0;717;42538;4444;0;7711;-4;932;-15628;15;-3985;-2590;-2424;-3000;-3783;0;70;0;0;324;394;0;3256;1822;2632;394;234;304;-12;1;3881;563;
France;Données temps réel;2025-07-13;00:15;40401;40550;40000;69;0;765;42610;4370;0;7623;-4;936;-15960;15;-3985;-1200;-2471;-3000;-4164;0;70;0;0;308;458;0;3134;1834;2655;398;234;304;-9;1;3812;558;
France;Données temps réel;2025-07-13;00:30;38939;39600;39100;69;0;631;41934;4202;0;5754;-4;933;-14578;15;-3985;-1200;-2471;-3000;-4316;0;70;0;0;308;323;0;3059;1409;1286;395;234;304;-3;1;3616;586;
France;Données temps réel;2025-07-13;00:45;37563;38900;38050;69;0;762;41117;4132;0;5456;-4;933;-14899;16;-3985;-1200;-2471;-3000;-4346;0;70;0;0;312;450;0;2947;1378;1130;395;234;304;-4;1;3537;595;
France;Données temps réel;2025-07-13;01:00;36929;38200;37000;69;0;619;41049;3828;0;5342;-4;943;-14907;15;-4028;-1200;-2471;-3000;-4312;0;70;0;0;310;310;0;2966;1267;1109;405;234;304;-12;1;3259;569;
France;Données temps réel;2025-07-13;01:15;37066;37800;37250;69;0;724;41259;3697;0;6193;-4;939;-15812;16;-4028;-2590;-2471;-3000;-4392;0;70;0;0;310;415;0;3050;1403;1741;401;234;304;-3;3;3118;579;
France;Données temps réel;2025-07-13;01:30;36545;37400;37500;69;0;725;41259;3596;0;6227;-4;932;-16251;16;-4028;-2590;-2471;-3000;-4387;0;70;0;0;309;417;0;3028;1481;1717;394;234;304;-9;1;3033;563;
France;Données temps réel;2025-07-13;01:45;36479;37300;37300;70;0;723;41303;3520;0;6243;-4;934;-16301;16;-4028;-2590;-2471;-3000;-4387;0;70;0;0;309;415;0;3036;1493;1713;396;234;304;-9;1;2985;535;
France;Données temps réel;2025-07-13;02:00;35806;37200;37100;70;0;590;41290;3425;0;5984;-4;933;-16472;15;-4028;-2590;-2471;-3000;-4210;0;70;0;0;308;282;0;3033;1419;1532;395;234;304;-9;1;2928;497;
France;Données temps réel;2025-07-13;02:15;35884;36450;36250;70;0;591;41351;3298;0;6068;-4;930;-16413;15;-4028;-2590;-2471;-3000;-4212;0;70;0;0;309;283;0;3025;1510;1533;392;234;304;-7;1;2878;420;
France;Données temps réel;2025-07-13;02:30;35047;35700;35400;70;0;592;41232;3268;0;5816;-4;926;-16848;15;-4028;-2590;-2471;-3000;-4214;0;70;0;0;310;282;0;3029;1314;1473;388;234;304;-5;1;2896;372;
France;Données temps réel;2025-07-13;02:45;34553;35300;35000;70;0;588;41293;3104;0;5600;-217;928;-16812;15;-4028;-2590;-2471;-3000;-4214;0;70;0;0;309;279;0;2975;1204;1421;390;234;304;-1;1;2776;328;
France;Données temps réel;2025-07-13;03:00;34213;34900;34600;70;0;591;41153;3022;0;5188;-218;919;-16502;15;-4028;-2590;-2273;-3000;-4293;0;70;0;0;310;281;0;2940;1201;1047;381;234;304;-9;1;2710;312;
France;Données temps réel;2025-07-13;03:15;33986;34350;34100;70;0;365;41154;2972;0;4925;-379;916;-16035;13;-4028;-2590;-2273;-3000;-4295;0;70;0;0;309;57;0;2994;1246;685;378;234;304;-3;3;2630;343;
France;Données temps réel;2025-07-13;03:30;33445;33800;33600;70;0;362;41095;2739;0;4723;-380;912;-16068;13;-4028;-2590;-2273;-3000;-4299;0;70;0;0;310;53;0;2967;1270;486;374;234;304;-6;0;2435;304;
France;Données temps réel;2025-07-13;03:45;33093;33550;33350;70;0;363;41045;2570;0;4682;-384;911;-16149;13;-4028;-2590;-2273;-3000;-4299;0;70;0;0;308;55;0;2941;1261;480;373;234;304;-15;0;2289;280;
France;Données temps réel;2025-07-13;04:00;32878;33300;33100;70;0;367;41102;2491;0;4517;-380;914;-16195;13;-4028;-2600;-2273;-3000;-4380;0;70;0;0;309;58;0;2915;1253;349;376;234;304;-6;0;2227;264;
France;Données temps réel;2025-07-13;04:15;32760;33000;32850;70;0;367;41375;2458;0;4358;-831;917;-15951;13;-4028;-2600;-2273;-3000;-4380;0;70;0;0;311;56;0;2892;1362;104;379;234;304;-3;1;2178;280;
France;Données temps réel;2025-07-13;04:30;32404;32700;32600;70;0;366;41511;2288;0;4412;-833;909;-16317;13;-4028;-2600;-2273;-3000;-4381;0;70;0;0;310;56;0;2864;1420;128;371;234;304;-4;2;2023;265;
France;Données temps réel;2025-07-13;04:45;32390;32450;32500;71;0;368;41530;2214;0;4391;-835;920;-16268;13;-4028;-2600;-2273;-3000;-4381;1;70;0;0;309;60;0;2849;1435;107;382;234;304;-2;1;1941;273;
France;Données temps réel;2025-07-13;05:00;32336;32200;32400;70;0;366;41392;2194;0;4221;-833;921;-15990;13;-4028;-2600;-2273;-3000;-4269;0;70;0;0;309;58;0;2851;1265;104;383;234;304;-5;1;1908;286;
France;Données temps réel;2025-07-13;05:15;32193;32200;32400;70;0;370;41625;2133;0;4357;-832;926;-16461;13;-4028;-2600;-2273;-3000;-4270;0;70;0;0;310;60;0;2839;1361;156;388;234;304;-2;9;1873;259;
France;Données temps réel;2025-07-13;05:30;32226;32200;32400;70;0;369;41445;2090;0;4100;-832;929;-15939;14;-4028;-2600;-2273;-3000;-4273;0;70;0;0;309;60;0;2809;1186;104;391;234;304;-4;0;1855;235;
France;Données temps réel;2025-07-13;05:45;32220;32000;32300;71;0;370;41291;2099;233;4063;-833;928;-15997;14;-4028;-2600;-2273;-3000;-4261;1;70;0;0;309;61;0;2786;1174;103;390;234;304;-5;1;1881;218;
France;Données temps réel;2025-07-13;06:00;32242;31800;32200;71;0;367;41235;2168;233;4011;-835;926;-15925;14;-4028;-2600;-2269;-3000;-4349;1;70;0;0;308;59;0;2740;1168;102;388;233;304;-8;0;1979;189;
France;Données temps réel;2025-07-13;06:15;32356;31950;32350;71;0;367;41453;2252;370;4125;-831;925;-16369;14;-4028;-2600;-2273;-3000;-4351;1;70;0;0;309;59;0;2850;1159;116;388;233;304;-7;0;2077;175;
France;Données temps réel;2025-07-13;06:30;32558;32100;32500;71;0;368;41197;2280;528;3977;-832;936;-15950;14;-4028;-2600;-2273;-3000;-4345;1;70;0;0;310;58;0;2777;1088;112;399;233;304;-15;0;2097;183;
France;Données temps réel;2025-07-13;06:45;32354;32100;32500;71;0;371;41291;2158;689;3961;-836;936;-16282;14;-4028;-2600;-2273;-3000;-4333;1;70;0;0;310;62;0;2786;1061;114;398;233;304;-4;0;1998;160;
France;Données temps réel;2025-07-13;07:00;32537;32100;32500;71;0;367;41259;2021;882;3984;-834;930;-16135;14;-4028;-2636;-2503;-3000;-4421;1;70;0;0;308;59;0;2806;1064;114;393;234;304;-7;0;1878;143;
France;Données temps réel;2025-07-13;07:15;32774;32400;32850;71;0;373;41212;1912;1320;3968;-267;933;-16741;14;-4028;-2636;-2503;-3000;-4422;1;70;0;0;310;63;0;2824;982;162;398;231;304;-5;0;1782;130;
France;Données temps réel;2025-07-13;07:30;33233;32700;33200;71;0;372;40831;1808;1825;3966;-267;929;-16291;14;-4028;-2636;-2503;-3000;-4422;1;70;0;0;309;64;0;2787;974;205;393;232;304;-11;0;1661;147;
France;Données temps réel;2025-07-13;07:45;33357;33200;33550;71;0;374;40651;1676;2365;3946;-217;929;-16424;13;-4028;-2636;-2503;-3000;-4350;1;70;0;0;309;65;0;2824;919;203;392;233;304;-14;0;1564;112;
France;Données temps réel;2025-07-13;08:00;33875;33700;33900;71;0;364;40430;1569;3005;4167;-217;927;-16453;13;-4028;-2636;-2403;-3000;-4962;1;70;0;0;311;54;0;2899;955;313;391;232;304;-5;18;1444;126;
France;Données temps réel;2025-07-13;08:15;34478;34150;34550;71;0;365;39659;1520;3939;4253;-218;933;-16083;13;-4028;-2609;-2503;-3000;-5028;1;70;0;0;309;57;0;2860;1001;392;396;233;304;0;40;1388;132;
France;Données temps réel;2025-07-13;08:30;35199;34600;35200;71;0;385;38787;1428;4893;4117;-9;927;-15390;13;-4028;-1657;-2503;-3000;-5024;1;70;0;0;311;75;0;2823;1071;223;391;232;304;-12;2;1314;114;
France;Données temps réel;2025-07-13;08:45;35682;35000;35850;71;0;390;38453;1368;5922;4072;-20;929;-15497;13;-4028;-1053;-2503;-3000;-5028;1;70;0;0;311;79;0;2768;1015;289;392;233;304;-6;1;1245;123;
France;Données temps réel;2025-07-13;09:00;36488;35400;36500;71;0;367;38218;1287;6891;3945;-18;933;-15201;13;-4028;-244;-2259;-3000;-4162;1;70;0;0;311;57;0;2680;973;292;396;233;304;-5;0;1175;111;
France;Données temps réel;2025-07-13;09:15;37194;36100;37100;70;0;369;37468;1263;7852;3690;-787;930;-13649;13;-4028;1;-2254;-3000;-4162;0;70;0;0;310;60;0;2630;670;390;393;233;304;-11;1;1178;84;
France;Données temps réel;2025-07-13;09:30;37715;36800;37700;70;0;372;36865;1262;8848;3577;-1135;926;-13050;13;-4028;1191;-2258;-3000;-4141;0;70;0;0;310;63;0;2568;634;375;390;232;304;-20;1;1186;76;
France;Données temps réel;2025-07-13;09:45;38191;37350;38350;70;0;373;36470;1299;9784;3112;-1288;930;-12541;13;-4028;1975;-2259;-3000;-4156;0;70;0;0;310;63;0;2521;526;65;391;235;304;-18;0;1192;107;
France;Données temps réel;2025-07-13;10:00;39005;37900;39000;70;0;371;35361;1315;10904;3046;-1487;926;-11453;13;-3957;3252;-1451;-3000;-4259;0;70;0;0;311;61;0;2480;504;62;386;236;304;-48;0;1158;157;
France;Données temps réel;2025-07-13;10:15;39575;38450;39550;69;0;375;33499;1334;11779;2832;-1647;936;-9561;13;-3957;3305;-1526;-3000;-4174;0;70;0;0;310;66;0;2411;360;60;397;235;304;-40;0;1169;165;
France;Données temps réel;2025-07-13;10:30;40074;39000;40100;70;0;373;33196;1322;12724;2808;-1829;939;-9511;13;-3957;3066;-1526;-3000;-3539;0;70;0;0;312;61;0;2377;367;64;399;236;304;-18;3;1174;148;
France;Données temps réel;2025-07-13;10:45;40185;39500;40400;70;0;370;32503;1326;13400;2694;-1997;931;-9079;13;-3957;2835;-1537;-3000;-3060;0;70;0;0;311;59;0;2325;353;16;392;235;304;-31;0;1172;154;
France;Données temps réel;2025-07-13;11:00;40712;40000;40700;69;0;366;32675;1297;14175;2708;-1963;928;-9517;13;-3945;3300;-2270;-3000;-3314;0;70;0;0;311;56;0;2365;325;17;389;235;304;-27;0;1150;146;
France;Données temps réel;2025-07-13;11:15;41007;40300;41100;69;0;371;32864;1336;14691;2656;-2328;925;-9577;13;-3945;3150;-2270;-3000;-3050;0;70;0;0;310;61;0;2321;319;16;386;235;304;-3;3;1182;154;
France;Données temps réel;2025-07-13;11:30;41386;40600;41500;69;0;370;32519;1342;15345;2664;-2324;921;-9521;13;-3945;3114;-2269;-3000;-2735;0;70;0;0;311;60;0;2317;331;16;383;234;304;-1;3;1189;154;
France;Données temps réel;2025-07-13;11:45;41686;41600;42400;69;0;369;31983;1360;15792;2661;-2326;919;-9135;13;-3945;2812;-2273;-3000;-2391;0;70;0;0;310;59;0;2310;336;16;381;234;304;-10;3;1189;171;
France;Données temps réel;2025-07-13;12:00;42607;42600;43300;69;0;368;31908;1404;16371;2659;-2317;917;-8769;12;-3929;3159;-1755;-3000;-2399;0;70;0;0;310;58;0;2319;324;16;380;234;304;-4;2;1225;179;
France;Données temps réel;2025-07-13;12:15;42870;42400;42950;69;0;373;32008;1467;16708;2709;-2479;924;-8912;12;-3929;2932;-1755;-3000;-2071;0;70;0;0;312;61;0;2376;270;63;386;234;304;0;4;1293;174;
France;Données temps réel;2025-07-13;12:30;43474;42200;42600;69;0;369;31099;1495;17025;2659;-2482;927;-7675;12;-3929;2816;-1756;-2964;-1234;0;70;0;0;310;59;0;2365;233;61;389;234;304;-13;1;1266;228;
France;Données temps réel;2025-07-13;12:45;44342;43100;43500;69;0;368;30893;1686;17386;2685;-2476;929;-7200;12;-3929;2221;-1749;-2964;-740;0;70;0;0;311;58;0;2403;174;108;392;234;304;-1;2;1423;263;
France;Données temps réel;2025-07-13;13:00;43542;44000;44400;69;0;376;30576;1767;17447;2794;-2471;927;-7958;12;-3779;870;-1782;-2583;-1653;0;70;0;0;312;64;0;2442;172;179;389;234;304;0;16;1490;277;
France;Données temps réel;2025-07-13;13:15;42928;42800;43450;69;0;372;30407;1811;17382;2848;-2708;931;-8189;13;-3779;562;-1782;-2583;-1293;0;70;0;0;311;61;0;2492;171;186;395;233;304;-4;9;1589;222;
France;Données temps réel;2025-07-13;13:30;42481;41600;42500;68;0;383;29978;1932;17520;2740;-2715;925;-8344;13;-3779;109;-1783;-2583;-998;0;70;0;0;311;72;0;2468;168;104;389;232;304;-6;2;1665;267;
France;Données temps réel;2025-07-13;13:45;41850;41000;42200;68;0;371;29530;2067;17610;2867;-2712;935;-8884;13;-3779;-412;-1780;-2583;-487;0;70;0;0;311;61;0;2489;168;210;399;232;304;-2;2;1794;273;
France;Données temps réel;2025-07-13;14:00;41909;40400;41900;68;0;372;28660;2019;17404;2866;-2390;939;-8028;13;-3730;-740;-1989;-2463;-566;0;70;0;0;312;61;0;2503;167;196;403;232;304;-2;2;1770;250;
France;Données temps réel;2025-07-13;14:15;41699;40700;41550;68;0;369;28560;2068;17204;2764;-2386;939;-7886;13;-3730;-810;-1986;-2463;-585;0;70;0;0;308;61;0;2494;168;102;406;229;304;-2;2;1826;241;
France;Données temps réel;2025-07-13;14:30;41110;41000;41200;68;0;369;28407;2227;17043;2798;-2388;945;-8349;13;-3730;-425;-1996;-2463;-847;0;70;0;0;308;61;0;2498;211;89;409;232;304;-12;2;1909;319;
France;Données temps réel;2025-07-13;14:45;41248;40700;41000;68;0;367;28530;2441;16986;2824;-2383;944;-8525;13;-3730;-487;-2025;-2463;-1168;0;70;0;0;307;60;0;2513;212;99;408;232;304;-5;2;2056;385;
France;Données temps réel;2025-07-13;15:00;40604;40400;40800;68;0;367;28521;2502;16395;2845;-2381;950;-8657;13;-3461;981;-2478;-2965;-1304;0;70;0;0;306;61;0;2518;224;102;415;231;304;-6;3;2049;453;
France;Données temps réel;2025-07-13;15:15;40614;40150;40600;68;0;369;28536;2837;16085;2780;-2377;951;-8630;13;-3461;1448;-2486;-2965;-2021;0;70;0;0;309;60;0;2464;223;93;415;232;304;-4;1;2315;522;
France;Données temps réel;2025-07-13;15:30;40342;39900;40400;68;0;371;28640;2899;16096;2751;-2370;944;-9056;13;-3461;2132;-2536;-2998;-2823;0;70;0;0;309;62;0;2463;213;75;410;230;304;-2;2;2383;516;
France;Données temps réel;2025-07-13;15:45;40182;39400;39750;68;0;371;29028;3068;15779;2814;-2340;949;-9554;13;-3461;2290;-2501;-2998;-3808;0;70;0;0;309;62;0;2496;214;104;413;232;304;-5;3;2574;494;
France;Données temps réel;2025-07-13;16:00;39874;38900;39100;68;0;378;29303;3305;14995;2861;-2331;949;-9650;13;-3482;2300;-2785;-3000;-3232;0;70;0;0;309;70;0;2516;280;64;413;233;304;-4;1;2826;478;
France;Données temps réel;2025-07-13;16:15;40032;39200;39500;68;0;399;29110;3567;14814;2752;-2343;954;-9275;13;-3482;2150;-2785;-3000;-3664;0;70;0;0;307;92;0;2428;274;49;417;233;304;-13;0;3083;484;
France;Données temps réel;2025-07-13;16:30;39826;39500;39900;68;0;367;30383;3665;13982;2853;-2322;948;-10120;13;-3482;2250;-2785;-3000;-4291;0;70;0;0;307;61;0;2465;282;105;413;232;304;-4;7;3156;509;
France;Données temps réel;2025-07-13;16:45;40115;39050;39550;68;0;369;31954;3590;13654;2836;-2085;949;-11248;13;-3482;2300;-2785;-3000;-4484;0;70;0;0;309;60;0;2418;314;105;413;232;304;-1;31;3124;465;
France;Données temps réel;2025-07-13;17:00;39997;38600;39200;68;0;364;32639;3609;12605;2941;-2083;948;-11099;13;-4028;2300;-2766;-3000;-4695;0;70;0;0;307;58;0;2413;423;105;412;232;304;-4;10;3074;534;
France;Données temps réel;2025-07-13;17:15;40015;38950;39550;68;0;365;32832;3580;11918;3065;-1600;958;-11163;13;-4028;2300;-2766;-3000;-4940;0;70;0;0;308;58;0;2413;452;200;421;233;304;-8;0;3080;500;
France;Données temps réel;2025-07-13;17:30;40059;39300;39900;68;0;364;34448;3577;10903;3163;-1578;955;-11846;13;-4028;2218;-2766;-3000;-4849;0;70;0;0;309;56;0;2490;469;205;419;232;304;-12;16;3196;381;
France;Données temps réel;2025-07-13;17:45;40218;39550;40100;68;0;366;35535;3442;10341;3354;-1586;953;-12302;13;-4028;2300;-2766;-3000;-4970;0;70;0;0;308;59;0;2489;575;290;416;233;304;0;49;3121;321;
France;Données temps réel;2025-07-13;18:00;41144;39800;40300;68;0;368;35419;3635;9676;3431;-935;957;-11482;13;-4028;3061;-2191;-3000;-4437;0;70;0;0;307;62;0;2493;636;302;421;233;304;-2;11;3370;264;
France;Données temps réel;2025-07-13;18:15;41341;40300;40800;68;0;370;36248;3447;8604;3437;-931;964;-10871;13;-4028;3130;-2191;-3000;-4447;0;70;0;0;308;62;0;2513;719;205;426;235;304;-3;8;3191;256;
France;Données temps réel;2025-07-13;18:30;41257;40800;41300;69;0;517;36816;3338;7481;3569;-931;960;-10606;14;-4028;3041;-2191;-3000;-4432;0;70;0;0;308;210;0;2488;771;310;421;235;304;0;45;3076;262;
France;Données temps réel;2025-07-13;18:45;41757;41000;41450;69;0;639;37587;3398;6738;3781;-932;952;-10496;15;-4028;2937;-2191;-3000;-4447;0;70;0;0;308;332;0;2592;880;309;414;235;304;-1;22;3037;361;
France;Données temps réel;2025-07-13;19:00;41955;41200;41600;69;0;689;37717;3423;5480;3864;-328;956;-9895;16;-4028;2352;-2191;-2905;-3829;0;70;0;0;306;383;0;2651;1005;208;417;235;304;-20;1;2968;454;
France;Données temps réel;2025-07-13;19:15;41984;41650;42050;69;0;704;38887;3536;4554;4823;-36;963;-11502;16;-4028;2192;-2191;-2905;-3866;0;70;0;0;308;397;0;2731;1496;596;423;236;304;-15;3;3087;449;
France;Données temps réel;2025-07-13;19:30;42267;42100;42500;69;0;798;39699;3468;3755;5174;-32;956;-11612;16;-4028;568;-2191;-2781;-3814;0;70;0;0;309;490;0;2812;1385;977;416;236;304;-14;7;2980;488;
France;Données temps réel;2025-07-13;19:45;42034;41750;42100;69;0;1020;40368;3354;3007;6132;-16;954;-12851;18;-4028;17;-2191;-2781;-3797;0;70;0;0;308;712;0;2937;1643;1551;415;236;304;-10;6;2825;529;
France;Données temps réel;2025-07-13;20:00;41773;41400;41700;69;0;1109;40276;3147;2237;6530;-16;952;-12506;18;-4028;0;-2149;-2748;-2731;0;70;0;0;323;786;0;2965;1631;1934;413;236;304;-25;0;2708;439;
France;Données temps réel;2025-07-13;20:15;41394;41050;41250;69;0;1015;40455;3081;1750;6302;-14;952;-12194;18;-4028;-660;-2136;-3000;-2563;0;70;0;0;332;683;0;3099;1555;1648;414;235;304;-21;0;2689;391;
France;Données temps réel;2025-07-13;20:30;41199;40700;40800;69;0;1045;40576;3111;1322;7307;-13;958;-13155;18;-4028;-1820;-2133;-3000;-2368;0;70;0;0;331;714;0;3206;1544;2557;420;235;304;-21;0;2716;395;
France;Données temps réel;2025-07-13;20:45;40937;40650;40700;69;0;1247;40594;3362;951;7649;-15;952;-13849;19;-4028;-1991;-2102;-3000;-2180;0;70;0;0;330;917;0;3233;1649;2767;413;236;304;-22;0;2923;439;
France;Données temps réel;2025-07-13;21:00;40899;40600;40600;69;0;1142;40693;3436;577;7738;-16;956;-13668;19;-3699;-2450;-2100;-1828;-3076;0;70;0;0;331;812;0;3279;1671;2789;416;236;304;-27;0;2904;532;
France;Données temps réel;2025-07-13;21:15;41146;40600;40550;69;0;1325;40843;3436;467;7665;-15;956;-13597;20;-3699;-2584;-2105;-1828;-2980;0;70;0;0;331;994;0;3297;1696;2672;416;236;304;-4;1;2864;573;
France;Données temps réel;2025-07-13;21:30;40982;40600;40500;69;0;1395;40789;3443;386;7479;-14;960;-13501;21;-3699;-2555;-2116;-1811;-3025;0;70;0;0;332;1063;0;3280;1588;2610;421;235;304;-23;0;2833;610;
France;Données temps réel;2025-07-13;21:45;40957;40450;40300;68;0;1583;40839;3327;312;8116;-17;956;-14221;22;-3699;-2600;-2117;-1799;-2963;0;70;0;0;333;1251;0;3359;1831;2926;418;235;304;-9;3;2713;614;
France;Données temps réel;2025-07-13;22:00;41085;40300;40100;69;0;1554;40951;3274;249;8094;-14;960;-14049;22;-2708;-2600;-2028;-1718;-3186;0;70;0;0;334;1221;0;3453;1797;2844;421;235;304;-5;3;2674;600;
France;Données temps réel;2025-07-13;22:15;42206;41100;40800;69;0;1592;41003;3107;244;8187;-40;958;-12912;22;-2708;-2600;-2114;-1718;-2909;0;70;0;0;333;1259;0;3456;1857;2874;419;235;304;-5;3;2545;562;
France;Données temps réel;2025-07-13;22:30;42572;41900;41500;69;0;1640;41232;2952;239;8445;-52;951;-12895;22;-2708;-2600;-1942;-1718;-2554;0;70;0;0;332;1308;0;3471;1865;3110;412;235;304;-11;3;2450;502;
